Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,This is the amount collected for the container deposit fee set in the catalog/menu,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Tax Adjustment on Marketplace Facilitator Tax for this order,Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Container Deposit Fee,Other payments description,Other payments,Marketplace Facilitator Tax Adjustment,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
McDonald's® (Michigan & Bowman),574,#B93AB,47059817-a407-42b2-a8c6-1b73fb6b93ab,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,8/30/2025,12:16 AM,Non-member,0,0,0,-9.17,-0.64,-9.81,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.64,0,-9.17,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#B93AB,47059817-a407-42b2-a8c6-1b73fb6b93ab,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,8/30/2025,12:16 AM,Non-member,0,0,0,9.17,0,9.17,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,9.17,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#D8FE8,eae17fa2-8570-443d-a095-c8d5076d8fe8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/30/2025,12:40 PM,Uber One member,30.94,2.16,33.1,0,0,0,0,0,0,0,0,0,0,0,0,33.1,-4.95,16,0,0,0,0,0,0,0,0,0,,0,0,-2.16,0,25.99,9/3/2025,0,0,,WC9YO8CFJWIPH2G
McDonald's® (Michigan & Bowman),574,#D8FE8,eae17fa2-8570-443d-a095-c8d5076d8fe8,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,8/30/2025,12:40 PM,Uber One member,0,0,0,-5.49,-0.38,-5.87,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.38,0,-5.49,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#D8FE8,eae17fa2-8570-443d-a095-c8d5076d8fe8,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,8/30/2025,12:40 PM,Uber One member,0,0,0,5.49,0,5.49,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,5.49,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#7ABAC,1125308a-241a-4e4e-9654-d34f6bd7abac,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,8/30/2025,1:32 PM,Non-member,24.16,1.7,25.86,0,0,0,0,0,0,0,0,0,0,0,0,25.86,-3.38,14,0,0,0,0,0,0,0,0,0,,0,0,-1.7,0,20.78,9/3/2025,0,0,,WC9YO8CFJWIPH2G
McDonald's® (Michigan & Bowman),574,#6C17D,13104c07-dca1-4814-88c7-b6da2486c17d,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/30/2025,5:45 PM,Uber One member,25.95,1.81,27.76,0,0,0,0,0,-5.34,-0.34,0,0,0,0,0,22.42,-3.35,16,0,0,0,0,0,0,0,0,0,,0,0,-1.47,0,17.6,9/3/2025,0,0,,WC9YO8CFJWIPH2G
McDonald's® (Michigan & Bowman),574,#EC808,45ee9a85-15f5-495b-8db6-2a1125fec808,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/30/2025,6:02 PM,Uber One member,40.02,2.8,42.82,0,0,0,0,0,0,0,0,0,0,0,0,42.82,-6.4,16,0,0,0,0,0,0,0,0,0,,0,0,-2.8,0,33.62,9/3/2025,0,0,,WC9YO8CFJWIPH2G
McDonald's® (Michigan & Bowman),574,#6AC85,154e0290-2442-4818-ab17-0e77cb76ac85,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/2025,6:46 PM,Non-member,13.75,0.96,14.71,0,0,0,0,0,0,0,0,0,0,0,0,14.71,-1.93,14,0,0,0,0,0,0,0,0,0,,0,0,-0.96,0,11.82,9/3/2025,0,0,,WC9YO8CFJWIPH2G
McDonald's® (Michigan & Bowman),574,#38AEC,a9b1cb6d-b0ad-4550-a931-beb5b4c38aec,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/2025,7:59 PM,Non-member,31.15,2.18,33.33,0,0,0,0,0,-12.82,-0.84,0,0,0,0,0,20.51,-2.68,14,0,0,0,0,0,0,0,0,0,,0,0,-1.34,0,16.49,9/3/2025,0,0,,WC9YO8CFJWIPH2G
McDonald's® (Michigan & Bowman),574,#401F3,86ae5744-0750-4c47-ba53-22d992c401f3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/2025,8:23 PM,Uber One member,33.75,2.36,36.11,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,30.76,-4.6,16,0,0,0,0,0,0,0,0,0,,0,0,-2.01,0,24.15,9/3/2025,0,0,,WC9YO8CFJWIPH2G
McDonald's® (Michigan & Bowman),574,#B3D6C,4fc58dd2-fb27-444e-8af3-8967e33b3d6c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/1/2025,10:26 AM,Non-member,12.36,0.86,13.22,0,0,0,0,0,0,0,0,0,0,0,0,13.22,-1.73,14,0,0,0,0,0,0,0,0,0,,0,0,-0.86,0,10.63,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#206D8,48693c25-fc00-4041-8ee0-d6e2c02206d8,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/1/2025,7:26 PM,Uber One member,37.88,2.65,40.53,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,35.18,-5.26,16,0,0,0,0,0,0,0,0,0,,0,0,-2.3,0,27.62,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#206D8,48693c25-fc00-4041-8ee0-d6e2c02206d8,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,9/1/2025,7:26 PM,Uber One member,0,0,0,-6.33,-0.44,-6.77,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.44,0,-6.33,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#206D8,48693c25-fc00-4041-8ee0-d6e2c02206d8,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,9/1/2025,7:26 PM,Uber One member,0,0,0,6.33,0,6.33,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,6.33,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#1D73C,593797a8-1956-49e8-8e3a-8fc8cd01d73c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/1/2025,8:16 PM,Uber One member,16.37,1.15,17.52,0,0,0,0,0,0,0,0,0,0,0,0,17.52,-2.62,16,0,0,0,0,0,0,0,0,0,,0,0,-1.15,0,13.75,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#941D9,73f1d760-250f-4f07-aa84-20debd9941d9,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/2/2025,3:08 PM,Uber One member,27.84,1.95,29.79,0,0,0,0,0,0,0,0,0,0,0,0,29.79,-4.45,16,0,0,0,0,0,0,0,0,0,,0,0,-1.95,0,23.39,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#1308C,094d1987-a020-4b2d-9296-a6f916a1308c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/3/2025,9:17 AM,Uber One member,15.33,1.07,16.4,0,0,0,0,0,0,0,0,0,0,0,0,16.4,-2.45,16,0,0,0,0,0,0,0,0,0,,0,0,-1.07,0,12.88,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#06525,b69de0de-f334-4db6-9ef5-23e5a9c06525,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/3/2025,4:44 PM,Uber One member,15.36,1.08,16.44,0,0,0,0,0,0,0,0,0,0,0,0,16.44,-2.46,16,0,0,0,0,0,0,0,0,0,,0,0,-1.08,0,12.9,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/3/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Other fee,0,0,0,0,1.28,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/3/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Other fee,0,0,0,0,9.84,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#A0026,8fac8c62-3f07-490f-b337-e7acfd4a0026,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/3/2025,8:42 PM,Uber One member,24.98,1.75,26.73,0,0,0,0,0,0,0,0,0,0,0,0,26.73,-4,16,0,0,0,0,0,0,0,0,0,,0,0,-1.75,0,20.98,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#FFD99,1b720e53-ebee-4324-ab81-f868002ffd99,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/3/2025,10:11 PM,Non-member,14.78,1.03,15.81,0,0,0,0,0,0,0,0,0,0,0,0,15.81,-2.07,14,0,0,0,0,0,0,0,0,0,,0,0,-1.03,0,12.71,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#AF4B9,32e0d6f0-8aa6-4a50-8464-26949c7af4b9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/4/2025,9:30 AM,Uber One member,15.86,1.11,16.97,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,11.95,-1.79,16,0,0,0,0,0,0,0,0,0,,0,0,-0.78,0,9.38,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#3B615,a1db3546-77dd-497a-89f0-931f8493b615,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,9/4/2025,11:59 AM,Uber One member,31.43,2.19,33.62,0,0,0,0,0,0,0,0,0,0,0,0,33.62,-5.03,16,0,0,0,0,0,0,0,0,0,,0,0,-2.19,0,26.4,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#0B002,b9f26cf8-a900-4908-b541-018aafc0b002,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/4/2025,2:59 PM,Non-member,6.48,0.45,6.93,0,0,0,0,0,0,0,0,0,0,0,0,6.93,-0.91,14,0,0,0,0,0,0,0,0,0,,0,0,-0.45,0,5.57,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#E6663,7a51a4b4-0373-421a-920c-48b7770e6663,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/4/2025,4:40 PM,Uber One member,16.86,1.18,18.04,0,0,0,0,0,0,0,0,0,0,0,0,18.04,-2.7,16,0,0,0,0,0,0,0,0,0,,0,0,-1.18,0,14.16,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#4985F,c573f3c6-1102-4428-88b8-9ce41a54985f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/4/2025,8:42 PM,Uber One member,24.95,1.74,26.69,0,0,0,0,0,0,0,0,0,0,0,0,26.69,-3.99,16,0,0,0,0,0,0,0,0,0,,0,0,-1.74,0,20.96,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#C6526,940c8067-a814-4e54-8c23-90c1a55c6526,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/4/2025,10:35 PM,Uber One member,20.65,1.45,22.1,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,15.69,-2.35,16,0,0,0,0,0,0,0,0,0,,0,0,-1.03,0,12.31,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#6443A,36b94f7a-f9bc-43d7-a38b-4afabad6443a,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/4/2025,11:12 PM,Non-member,35.04,2.45,37.49,0,0,0,0,0,0,0,0,0,0,0,0,37.49,-4.91,14,0,0,0,0,0,0,0,0,0,,0,0,-2.45,0,30.13,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#D36C4,3459e3f4-8830-47fd-acd7-7f607e2d36c4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/5/2025,8:37 PM,Uber One member,30.54,2.14,32.68,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,26.27,-3.93,16,0,0,0,0,0,0,0,0,0,,0,0,-1.72,0,20.62,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#93506,e4eeaa7a-0870-4ef7-b0ab-3061a2e93506,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/5/2025,9:44 PM,Non-member,12.99,0.91,13.9,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-1.82,14,0,0,0,0,0,0,0,0,0,,0,0,-0.91,0,11.17,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#76B35,b7ecbe35-2f33-43cb-86a8-a49c96776b35,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/5/2025,10:17 PM,Uber One member,35.55,2.48,38.03,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,31.62,-4.73,16,0,0,0,0,0,0,0,0,0,,0,0,-2.06,0,24.83,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#AF427,aa08fd3b-0269-41f1-9cc3-df28da0af427,Delivery - Partner Using Uber App,Digital,UberEats iOS,Cancelled,9/6/2025,3:54 AM,Non-member,13.18,0.92,14.1,0,0,0,0,0,0,0,0,0,0,0,0,14.1,-1.85,14,0,0,0,0,0,0,0,0,0,,0,0,-0.92,0,11.33,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#EC4CE,42868b88-3580-4734-b015-d0f9712ec4ce,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/6/2025,4:29 PM,Uber One member,35.83,2.51,38.34,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,31.93,-4.77,16,0,0,0,0,0,0,0,0,0,,0,0,-2.09,0,25.07,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#78BF8,c2917dfb-d2e1-46bc-bfaa-d6de74778bf8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/6/2025,11:28 PM,Non-member,10.19,0.71,10.9,0,0,0,0,0,0,0,0,0,0,0,0,10.9,-1.43,14,0,0,0,0,0,0,0,0,0,,0,0,-0.71,0,8.76,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#5299A,8addba1d-3780-4f97-9b17-a4f85a25299a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/7/2025,2:06 AM,Non-member,15.18,1.06,16.24,0,0,0,0,0,0,0,0,0,0,0,0,16.24,-2.13,14,0,0,0,0,0,0,0,0,0,,0,0,-1.06,0,13.05,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#0C4AF,e4f0cdd3-7d93-4b54-b0a2-d0054ff0c4af,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/7/2025,2:55 AM,Non-member,24.07,1.69,25.76,0,0,0,0,0,0,0,0,0,0,0,0,25.76,-3.37,14,0,0,0,0,0,0,0,0,0,,0,0,-1.69,0,20.7,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#3C342,b5f59170-d586-46f7-b0e5-999bded3c342,Delivery - Partner Using Uber App,Digital,UberEats iOS,Unfulfilled,9/7/2025,3:23 AM,Uber One member,30.84,2.16,33,0,0,0,0,0,0,0,0,0,0,0,0,33,-4.32,14,0,0,0,0,0,0,0,0,0,,0,0,-2.16,0,26.52,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#DDDD0,2fa8236e-8450-4927-b359-9efb467dddd0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/7/2025,3:03 AM,Uber One member,32.13,2.25,34.38,0,0,0,0,0,0,0,0,0,0,0,0,34.38,-5.14,16,0,0,0,0,0,0,0,0,0,,0,0,-2.25,0,26.99,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#B618F,dc16edc1-cd17-47d7-9b4a-ae5a36ab618f,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,9/7/2025,3:19 AM,Uber One member,23.75,1.66,25.41,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,19,-2.84,16,0,0,0,0,0,0,0,0,0,,0,0,-1.24,0,14.92,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#3CE8E,182d5755-6d07-43da-a9f1-a89c72d3ce8e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Unfulfilled,9/7/2025,3:05 AM,Uber One member,16.58,1.16,17.74,0,0,0,0,0,0,0,0,0,0,0,0,17.74,-2.32,14,0,0,0,0,0,0,0,0,0,,0,0,-1.16,0,14.26,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#59413,c85d22bd-9765-4db5-8200-6806f2759413,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/7/2025,4:21 AM,Uber One member,11.47,0.8,12.27,0,0,0,0,0,0,0,0,0,0,0,0,12.27,-1.84,16,0,0,0,0,0,0,0,0,0,,0,0,-0.8,0,9.63,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#03713,cd9342b4-7439-43a0-b812-e1e6c7103713,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/7/2025,4:34 AM,Non-member,20.65,1.44,22.09,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,17.07,-2.23,14,0,0,0,0,0,0,0,0,0,,0,0,-1.11,0,13.73,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#30620,00a2134c-1e39-44b1-a6a5-0232ef830620,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/7/2025,4:08 PM,Uber One member,15.38,1.08,16.46,0,0,0,0,0,0,0,0,0,0,0,0,16.46,-2.46,16,0,0,0,0,0,0,0,0,0,,0,0,-1.08,0,12.92,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#37FF3,f890f08c-5c4d-4a73-af64-80bf6d337ff3,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/7/2025,8:10 PM,Uber One member,31.76,2.22,33.98,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,27.57,-4.12,16,0,0,0,0,0,0,0,0,0,,0,0,-1.8,0,21.65,9/8/2025,0,0,,LLJ0UH7O6G72LD3
McDonald's® (Michigan & Bowman),574,#236B7,e443b395-5103-451e-8e73-78cfc0d236b7,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/8/2025,6:43 AM,Uber One member,11.58,0.81,12.39,0,0,0,0,0,0,0,0,0,0,0,0,12.39,-1.85,16,0,0,0,0,0,0,0,0,0,,0,0,-0.81,0,9.73,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#4D1B8,7838b8af-8aa2-432b-b08a-47cf94b4d1b8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/8/2025,12:15 PM,Non-member,9.77,0.68,10.45,0,0,0,0,0,0,0,0,0,0,0,0,10.45,-1.37,14,0,0,0,0,0,0,0,0,0,,0,0,-0.68,0,8.4,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#1C787,c0f426f4-814f-4f4e-b5b7-0549f861c787,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/8/2025,6:14 PM,Uber One member,34.96,2.45,37.41,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,31,-4.64,16,0,0,0,0,0,0,0,0,0,,0,0,-2.03,0,24.33,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#2D792,8ff2f1da-f3a5-481e-8000-b76b9402d792,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/8/2025,7:22 PM,Uber One member,39.44,2.76,42.2,0,0,0,0,0,0,0,0,0,0,0,0,42.2,-6.31,16,0,0,0,0,0,0,0,0,0,,0,0,-2.76,0,33.13,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#2D792,8ff2f1da-f3a5-481e-8000-b76b9402d792,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,9/8/2025,7:22 PM,Uber One member,0,0,0,-18.77,-1.31,-20.08,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1.31,0,-18.77,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#2D792,8ff2f1da-f3a5-481e-8000-b76b9402d792,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,9/8/2025,7:22 PM,Uber One member,0,0,0,18.77,0,18.77,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,18.77,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#F236E,2c73414f-f86c-44d8-9bd6-47170ddf236e,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,9/8/2025,8:53 PM,Uber One member,27.03,1.89,28.92,0,0,0,0,0,0,0,0,0,0,0,0,28.92,-4.32,16,0,0,0,0,0,0,0,0,0,,0,0,-1.89,0,22.71,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#B142C,2880ccd2-eae1-4f5f-8225-73a3863b142c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/9/2025,4:46 PM,Uber One member,10.89,0.76,11.65,0,0,0,0,0,0,0,0,0,0,0,0,11.65,-1.74,16,0,0,0,0,0,0,0,0,0,,0,0,-0.76,0,9.15,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#221E0,eb61c9fd-403f-4420-8cfc-55c0cfb221e0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/10/2025,6:38 AM,Non-member,14.67,1.03,15.7,0,0,0,0,0,0,0,0,0,0,0,0,15.7,-2.05,14,0,0,0,0,0,0,0,0,0,,0,0,-1.03,0,12.62,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#C8459,868f2cf0-ecae-4458-8bab-96f88d6c8459,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/10/2025,7:11 AM,Uber One member,35.91,2.51,38.42,0,0,0,0,0,-10.04,-0.66,0,0,0,0,0,28.38,-3.71,14,0,0,0,0,0,0,0,0,0,,0,0,-1.85,0,22.82,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#3A23B,d8bc3c06-a893-4af2-bc62-a5e5d4a3a23b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/10/2025,1:27 PM,Non-member,24.65,1.72,26.37,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,19.96,-2.61,14,0,0,0,0,0,0,0,0,0,,0,0,-1.3,0,16.05,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#32A67,6147ce95-8f83-4ece-bf74-1e667a632a67,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/10/2025,2:41 PM,Uber One member,17.93,1.25,19.18,0,0,0,0,0,0,0,0,0,0,0,0,19.18,-2.87,16,0,0,0,0,0,0,0,0,0,,0,0,-1.25,0,15.06,9/15/2025,0,0,,64M1R21T3CBS4D5
