Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,This is the amount collected for the container deposit fee set in the catalog/menu,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Tax Adjustment on Marketplace Facilitator Tax for this order,Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Container Deposit Fee,Other payments description,Other payments,Marketplace Facilitator Tax Adjustment,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
McDonald's® (Michigan & Bowman),574,#F0494,4085fe41-cb60-4972-83a0-b4b64d8f0494,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,9/10/2025,2:46 PM,Non-member,16.88,1.18,18.06,0,0,0,0,0,0,0,0,0,0,0,0,18.06,-2.36,14,0,0,0,0,0,0,0,0,0,,0,0,-1.18,0,14.52,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#34E80,b331128f-f9c9-44b2-b202-c6273ed34e80,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/10/2025,4:38 PM,Uber One member,14.96,1.05,16.01,0,0,0,0,0,0,0,0,0,0,0,0,16.01,-2.39,16,0,0,0,0,0,0,0,0,0,,0,0,-1.05,0,12.57,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#1A61E,746852bd-b6fa-4f56-992c-5a0c2301a61e,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/11/2025,1:32 PM,Uber One member,29.87,2.09,31.96,0,0,0,0,0,0,0,0,0,0,0,0,31.96,-4.78,16,0,0,0,0,0,0,0,0,0,,0,0,-2.09,0,25.09,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#3FFE2,a4c76925-77c1-4bf3-8483-b01e02e3ffe2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/12/2025,8:49 AM,Non-member,19.25,1.35,20.6,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,15.58,-2.04,14,0,0,0,0,0,0,0,0,0,,0,0,-1.02,0,12.52,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/12/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Other fee,0,0,0,0,1.28,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#28370,e01908e4-c3d9-460f-847e-f22337528370,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/13/2025,12:30 AM,Non-member,7.39,0.52,7.91,0,0,0,0,0,0,0,0,0,0,0,0,7.91,-1.03,14,0,0,0,0,0,0,0,0,0,,0,0,-0.52,0,6.36,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#A5B4A,90091a84-9b5c-4720-9031-fecd11ca5b4a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/13/2025,2:14 AM,Uber One member,31.96,2.23,34.19,0,0,0,0,0,0,0,0,0,0,0,0,34.19,-5.11,16,0,0,0,0,0,0,0,0,0,,0,0,-2.23,0,26.85,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#B3FE9,64817ccd-e903-4f96-a3ab-18cec33b3fe9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/13/2025,10:06 AM,Non-member,23.97,1.67,25.64,0,0,0,0,0,0,0,0,0,0,0,0,25.64,-3.36,14,0,0,0,0,0,0,0,0,0,,0,0,-1.67,0,20.61,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#1073B,868adf0b-7e8f-44be-a6ff-ca3bfc11073b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/13/2025,12:10 PM,Uber One member,22.97,1.61,24.58,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,18.17,-2.72,16,0,0,0,0,0,0,0,0,0,,0,0,-1.19,0,14.26,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#D3891,4fc91f36-f0f9-459b-8e44-f2a6ac4d3891,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/13/2025,6:13 PM,Uber One member,27.76,1.94,29.7,0,0,0,0,0,0,0,0,0,0,0,0,29.7,-4.44,16,0,0,0,0,0,0,0,0,0,,0,0,-1.94,0,23.32,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#130FA,74835102-2743-4bdc-8e3d-330cac6130fa,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/14/2025,1:57 AM,Uber One member,24.92,1.74,26.66,0,0,0,0,0,0,0,0,0,0,0,0,26.66,-3.99,16,0,0,0,0,0,0,0,0,0,,0,0,-1.74,0,20.93,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#0D6B9,79e8b40d-91e0-4c1f-ae8b-6fad2c20d6b9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/14/2025,1:49 AM,Uber One member,19.86,1.39,21.25,0,0,0,0,0,0,0,0,0,0,0,0,21.25,-3.18,16,0,0,0,0,0,0,0,0,0,,0,0,-1.39,0,16.68,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#F5B55,7682b40e-2346-49ca-97cf-af446e5f5b55,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/14/2025,3:05 PM,Uber One member,10.78,0.75,11.53,0,0,0,0,0,0,0,0,0,0,0,0,11.53,-1.72,16,0,0,0,0,0,0,0,0,0,,0,0,-0.75,0,9.06,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#1FE23,d2da8262-8ebc-4c92-8f1d-b4e89441fe23,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/14/2025,5:23 PM,Non-member,38.54,2.7,41.24,0,0,0,0,0,-8.02,-0.53,0,0,0,0,0,33.22,-4.35,14,0,0,0,0,0,0,0,0,0,,0,0,-2.17,0,26.7,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#EBC50,7bd91bc0-2569-45c2-bfc8-6c7d028ebc50,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/14/2025,7:49 PM,Non-member,24.88,1.74,26.62,0,0,0,0,0,0,0,0,0,0,0,0,26.62,-3.48,14,0,0,0,0,0,0,0,0,0,,0,0,-1.74,0,21.4,9/15/2025,0,0,,64M1R21T3CBS4D5
McDonald's® (Michigan & Bowman),574,#9806B,7fc5723d-2b92-4e24-844e-db1e92b9806b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/15/2025,9:40 PM,Uber One member,14.39,1.01,15.4,0,0,0,0,0,0,0,0,0,0,0,0,15.4,-2.3,16,0,0,0,0,0,0,0,0,0,,0,0,-1.01,0,12.09,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#D4A77,13a6d989-9a50-465e-ace0-1eb416fd4a77,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/16/2025,8:18 AM,Uber One member,15.54,1.09,16.63,0,0,0,0,0,0,0,0,0,0,0,0,16.63,-2.49,16,0,0,0,0,0,0,0,0,0,,0,0,-1.09,0,13.05,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#57EED,6838046c-c671-4bac-9ce1-56a7e5c57eed,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/16/2025,12:05 PM,Non-member,27.55,1.93,29.48,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,23.07,-3.02,14,0,0,0,0,0,0,0,0,0,,0,0,-1.51,0,18.54,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#F45FB,e92d59fd-e3d4-45d0-ae2c-15bf96af45fb,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/16/2025,9:11 PM,Uber One member,16.06,1.12,17.18,0,0,0,0,0,0,0,0,0,0,0,0,17.18,-2.57,16,0,0,0,0,0,0,0,0,0,,0,0,-1.12,0,13.49,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#F45FB,e92d59fd-e3d4-45d0-ae2c-15bf96af45fb,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,9/16/2025,9:11 PM,Uber One member,0,0,0,-2.39,-0.17,-2.56,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.17,0,-2.39,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#5E086,92aa68b5-00b0-42ef-ba90-94fc87b5e086,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/17/2025,4:07 PM,Non-member,26.52,1.86,28.38,0,0,0,0,0,0,0,0,0,0,0,0,28.38,-3.71,14,0,0,0,0,0,0,0,0,0,,0,0,-1.86,0,22.81,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#C50C5,de593712-479a-4314-b385-4132665c50c5,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/17/2025,6:16 PM,Uber One member,9.06,0.64,9.7,0,0,0,0,0,0,0,0,0,0,0,0,9.7,-1.45,16,0,0,0,0,0,0,0,0,0,,0,0,-0.64,0,7.61,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/18/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Ad Spend,-1.42,0,0,0,-1.42,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#31A49,de1b9c4c-8128-4aeb-8b4a-9c8a8a431a49,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/18/2025,2:38 PM,Uber One member,19.93,1.39,21.32,0,0,0,0,0,0,0,0,0,0,0,0,21.32,-3.19,16,0,0,0,0,0,0,0,0,0,,0,0,-1.39,0,16.74,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#23CED,a48bb39e-603d-4418-9649-ce3797723ced,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/18/2025,7:45 PM,Uber One member,38.95,2.73,41.68,0,0,0,0,0,0,0,0,0,0,0,0,41.68,-6.23,16,0,0,0,0,0,0,0,0,0,,0,0,-2.73,0,32.72,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/19/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Ad Spend,-8.43,0,0,0,-8.43,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#47F51,59cb2d57-62e7-443f-bda6-398dc3c47f51,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/19/2025,8:17 AM,Uber One member,16.86,1.18,18.04,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,13.02,-1.95,16,0,0,0,0,0,0,0,0,0,,0,0,-0.85,0,10.22,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#8236A,63975915-6655-4b70-a69d-31074888236a,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/19/2025,10:23 AM,Uber One member,26.05,1.82,27.87,0,0,0,0,0,0,0,0,0,0,0,0,27.87,-4.17,16,0,0,0,0,0,0,0,0,0,,0,0,-1.82,0,21.88,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#DA823,72c94284-4f56-494c-8ced-f724fa6da823,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/19/2025,3:59 PM,Uber One member,21.27,1.49,22.76,0,0,0,0,0,-6.41,-0.42,0,0,0,0,0,16.35,-2.44,16,0,0,0,0,0,0,0,0,0,,0,0,-1.07,0,12.84,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#72000,12b44814-811e-42c1-81b0-aea1a6172000,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/19/2025,5:38 PM,Uber One member,16.27,1.14,17.41,0,0,0,0,0,0,0,0,0,0,0,0,17.41,-2.6,16,0,0,0,0,0,0,0,0,0,,0,0,-1.14,0,13.67,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#72000,12b44814-811e-42c1-81b0-aea1a6172000,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,9/19/2025,5:38 PM,Uber One member,0,0,0,-10.28,-0.72,-11,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.72,0,-10.28,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#72000,12b44814-811e-42c1-81b0-aea1a6172000,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,9/19/2025,5:38 PM,Uber One member,0,0,0,10.28,0,10.28,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,10.28,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#32307,73559886-ed09-4613-94ac-ea8dd4a32307,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/19/2025,6:22 PM,Uber One member,9.77,0.68,10.45,0,0,0,0,0,0,0,0,0,0,0,0,10.45,-1.56,16,0,0,0,0,0,0,0,0,0,,0,0,-0.68,0,8.21,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#86176,8fdb1f76-7e9e-402e-9cae-8cd8ad186176,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/19/2025,7:27 PM,Uber One member,45.93,3.22,49.15,0,0,0,0,0,0,0,0,0,0,0,0,49.15,-7.35,16,0,0,0,0,0,0,0,0,0,,0,0,-3.22,0,38.58,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#06F8C,a6ddd3e0-6370-4440-b2fa-c736bbc06f8c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/19/2025,8:20 PM,Uber One member,16.78,1.17,17.95,0,0,0,0,0,0,0,0,0,0,0,0,17.95,-2.68,16,0,0,0,0,0,0,0,0,0,,0,0,-1.17,0,14.1,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#C3AFD,0ac8bce9-38be-4d8c-8f33-71dbda3c3afd,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/19/2025,9:16 PM,Uber One member,77.6,5.43,83.03,0,0,0,0,0,0,0,0,0,0,0,0,83.03,-12.42,16,0,0,0,0,0,0,0,0,0,,0,0,-5.43,0,65.18,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/20/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Ad Spend,-12.82,0,0,0,-12.82,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#FEA2F,0fc5e583-8445-4a67-8368-8fb24affea2f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/20/2025,7:05 AM,Uber One member,29.92,2.09,32.01,0,0,0,0,0,-10.03,-0.65,0,0,0,0,0,21.98,-3.29,16,0,0,0,0,0,0,0,0,0,,0,0,-1.44,0,17.25,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#6648A,5888cd00-cfa6-47c9-9dc3-a6e20b76648a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/20/2025,10:05 AM,Uber One member,29.54,2.07,31.61,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,26.59,-3.98,16,0,0,0,0,0,0,0,0,0,,0,0,-1.74,0,20.87,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#C2433,5d6023d5-467b-4857-856b-40b2fc6c2433,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/20/2025,8:25 PM,Uber One member,10.06,0.7,10.76,0,0,0,0,0,0,0,0,0,0,0,0,10.76,-1.61,16,0,0,0,0,0,0,0,0,0,,0,0,-0.7,0,8.45,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/21/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Ad Spend,-16.63,0,0,0,-16.63,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#24025,0ab2085a-d7f3-4d81-9a03-0425c9c24025,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/21/2025,9:16 AM,Uber One member,20.26,1.41,21.67,0,0,0,0,0,0,0,0,0,0,0,0,21.67,-3.24,16,0,0,0,0,0,0,0,0,0,,0,0,-1.41,0,17.02,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#CCD8D,cf89a788-a530-4b8d-b660-942d78accd8d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/21/2025,5:21 PM,Non-member,13.16,0.93,14.09,0,0,0,0,0,0,0,0,0,0,0,0,14.09,-1.84,14,0,0,0,0,0,0,0,0,0,,0,0,-0.93,0,11.32,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#1DBCE,24f039d9-9ac9-433e-b6ab-cd814481dbce,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/21/2025,5:31 PM,Uber One member,12.99,0.91,13.9,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-2.08,16,0,0,0,0,0,0,0,0,0,,0,0,-0.91,0,10.91,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,#86C5B,11ffd97a-8841-4b58-85b6-528cb4b86c5b,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/21/2025,8:36 PM,Uber One member,28.36,1.99,30.35,0,0,0,0,0,0,0,0,0,0,0,0,30.35,-4.54,16,0,0,0,0,0,0,0,0,0,,0,0,-1.99,0,23.82,9/22/2025,0,0,,RGJ4A5O8GANHLUI
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/22/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Ad Spend,-11.59,0,0,0,-11.59,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/22/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Ad Spend,-0.09,0,0,0,-0.09,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#0063B,58ded29a-8aab-46f3-ba60-e3607190063b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/22/2025,8:35 AM,Non-member,32.71,2.29,35,0,0,0,0,0,-5.02,-0.33,0,0,0,0,0,29.98,-3.92,14,0,0,0,0,0,0,0,0,0,,0,0,-1.96,0,24.1,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#0063B,58ded29a-8aab-46f3-ba60-e3607190063b,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,9/22/2025,8:35 AM,Non-member,0,0,0,-7.77,-0.54,-8.31,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.54,0,-7.77,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#0063B,58ded29a-8aab-46f3-ba60-e3607190063b,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,9/22/2025,8:35 AM,Non-member,0,0,0,7.77,0,7.77,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,7.77,10/6/2025,0,0,,CVY9HK48CVUQ5CI
McDonald's® (Michigan & Bowman),574,#25B1F,88522f18-4868-4f7b-a7e9-06540e725b1f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/22/2025,9:17 AM,Uber One member,17.46,1.22,18.68,0,0,0,0,0,0,0,0,0,0,0,0,18.68,-2.79,16,0,0,0,0,0,0,0,0,0,,0,0,-1.22,0,14.67,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#47B48,6dd404b8-8d74-422e-b49f-4ff529f47b48,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/22/2025,10:20 AM,Uber One member,12.98,0.91,13.89,0,0,0,0,0,0,0,0,0,0,0,0,13.89,-2.08,16,0,0,0,0,0,0,0,0,0,,0,0,-0.91,0,10.9,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#41D92,97032a4b-783d-478b-af7c-10e699241d92,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/22/2025,5:33 PM,Uber One member,22.31,1.56,23.87,0,0,0,0,0,0,0,0,0,0,0,0,23.87,-3.57,16,0,0,0,0,0,0,0,0,0,,0,0,-1.56,0,18.74,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#8D059,d51a4176-e6da-4ec9-ba72-06367b68d059,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/22/2025,9:22 PM,Uber One member,16.77,1.18,17.95,0,0,0,0,0,0,0,0,0,0,0,0,17.95,-2.68,16,0,0,0,0,0,0,0,0,0,,0,0,-1.18,0,14.09,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#93645,12626fec-25a6-4432-8145-05b178693645,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/22/2025,9:43 PM,Uber One member,11.46,0.81,12.27,0,0,0,0,0,0,0,0,0,0,0,0,12.27,-1.83,16,0,0,0,0,0,0,0,0,0,,0,0,-0.81,0,9.63,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/23/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Ad Spend,-8.13,0,0,0,-8.13,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/24/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Ad Spend,-10.85,0,0,0,-10.85,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#01EF3,a1c37684-1d8f-4f6a-826a-eac658e01ef3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/24/2025,5:22 AM,Non-member,19.17,1.34,20.51,0,0,0,0,0,0,0,0,0,0,0,0,20.51,-2.68,14,0,0,0,0,0,0,0,0,0,,0,0,-1.34,0,16.49,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#0A080,48b409f5-b255-4411-b7b6-c2624ba0a080,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,9/24/2025,11:03 AM,Uber One member,10.46,0.73,11.19,0,0,0,0,0,0,0,0,0,0,0,0,11.19,-1.67,16,0,0,0,0,0,0,0,0,0,,0,0,-0.73,0,8.79,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,#BB554,12fb5aab-b272-4b84-bd44-22c07a8bb554,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,9/24/2025,4:56 PM,Non-member,14.69,1.03,15.72,0,0,0,0,0,0,0,0,0,0,0,0,15.72,-2.06,14,0,0,0,0,0,0,0,0,0,,0,0,-1.03,0,12.63,9/29/2025,0,0,,92AF73RDDJ7FIMF
McDonald's® (Michigan & Bowman),574,,,,,UberEats Unknown,,9/25/2025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Ad Spend,-7.91,0,0,0,-7.91,9/29/2025,0,0,,92AF73RDDJ7FIMF
