Start Date,End Date,Item Name,Menu Category,Gross Item Sales,Item Volume,% of Total Item Volume,Total Item Missing or Incorrect Errors,% of Total Missing/Incorrect Errors,Item Missing/Incorrect %,Total Item Error Charges,Currency
2025-01-01,2026-06-03,2 Cheeseburger Meal,Extra Value Meals,83888.6,7772,2.76,254,3.18,3.04,1699.2,USD
2025-01-01,2026-06-03,French Fries,Fries,56829.18,14612,5.18,305,3.81,2.06,1118.08,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets® Happy Meal®,Happy Meal,56467.56,7868,2.79,304,3.8,3.74,1694.95,USD
2025-01-01,2026-06-03,10 pc. Chicken McNuggets®,Chicken,44074.42,7358,2.61,165,2.06,2.16,803.58,USD
2025-01-01,2026-06-03,20 pc. Chicken McNuggets®,Most Popular,40980.46,4344,1.54,137,1.71,3.04,1101.05,USD
2025-01-01,2026-06-03,Hash Browns,Hash Browns and Sides,39147.37,14243,5.05,198,2.48,1.38,670.75,USD
2025-01-01,2026-06-03,McChicken®,Chicken,33583.61,10271,3.64,163,2.04,1.59,522.31,USD
2025-01-01,2026-06-03,10 pc. Chicken McNuggets® Meal,Most Popular,28674.36,2604,0.92,93,1.16,3.49,591.21,USD
2025-01-01,2026-06-03,20 pc. Chicken McNuggets®,Chicken,23468.85,2485,0.88,104,1.3,4.06,867.87,USD
2025-01-01,2026-06-03,10 pc. Chicken McNuggets®,McNuggets & Meals,21719.74,3626,1.29,104,1.3,2.84,522.61,USD
2025-01-01,2026-06-03,Sausage McMuffin® with Egg,Most Popular,20742.08,4344,1.54,56,0.7,1.27,253.68,USD
2025-01-01,2026-06-03,McDouble®,Burgers,19880.99,5345,1.89,95,1.19,1.74,354.45,USD
2025-01-01,2026-06-03,Big Mac® Meal,Extra Value Meals,19367.91,1760,0.62,91,1.14,5.17,511.03,USD
2025-01-01,2026-06-03,French Fries,Most Popular,18844.1,4920,1.74,105,1.31,2.09,373.58,USD
2025-01-01,2026-06-03,10 pc. Chicken McNuggets®,Individual Items,18239.55,3045,1.08,63,0.79,2.0,339.82,USD
2025-01-01,2026-06-03,Caramel Frappé,McCafé® Coffees,18012.38,3325,1.18,97,1.21,2.86,401.11,USD
2025-01-01,2026-06-03,Big Breakfast® with Hotcakes,Homestyle Breakfasts,17544.79,1944,0.69,61,0.76,3.14,411.44,USD
2025-01-01,2026-06-03,Classic Big Mac® Pack ,Shareables,16906.82,674,0.24,41,0.51,6.08,453.84,USD
2025-01-01,2026-06-03,Double Cheeseburger,Burgers,16288.53,4008,1.42,61,0.76,1.5,227.9,USD
2025-01-01,2026-06-03,"Sausage, Egg & Cheese McGriddles®",Individual Items,15633.96,2751,0.98,48,0.6,1.71,246.91,USD
2025-01-01,2026-06-03,10 pc. Chicken McNuggets® Meal,Extra Value Meals,15309.82,1398,0.5,59,0.74,4.01,304.93,USD
2025-01-01,2026-06-03,Big Mac®,Individual Items,15026.14,2471,0.88,53,0.66,2.06,222.44,USD
2025-01-01,2026-06-03,2 Cheeseburger Meal,Combo Meals,14035.12,1312,0.47,82,1.03,6.17,492.74,USD
2025-01-01,2026-06-03,10 pc. Chicken McNuggets® Meal,McNuggets & Meals,13926.52,1248,0.44,74,0.93,5.93,498.43,USD
2025-01-01,2026-06-03,Hamburger Happy Meal®,Happy Meal,13339.78,2107,0.75,81,1.01,3.8,357.25,USD
2025-01-01,2026-06-03,13 Cookie Tote,Sweets & Treats,12875.81,1719,0.61,54,0.68,3.14,320.13,USD
2025-01-01,2026-06-03,2 Cheeseburger Meal,Meals,11733.52,1092,0.39,51,0.64,4.67,259.22,USD
2025-01-01,2026-06-03,Chicken Pack,Shareables,11576.76,340,0.12,24,0.3,6.18,325.77,USD
2025-01-01,2026-06-03,Sausage McMuffin® with Egg,Sandwiches,11169.15,2349,0.83,38,0.48,1.53,150.81,USD
2025-01-01,2026-06-03,Big Mac® Meal,Combo Meals,10919.08,975,0.35,50,0.63,5.13,320.65,USD
2025-01-01,2026-06-03,Basket of Fries,Fries,10439.88,1452,0.51,35,0.44,2.34,203.05,USD
2025-01-01,2026-06-03,Big Mac® Meal,Most Popular,10357.01,935,0.33,36,0.45,3.85,247.54,USD
2025-01-01,2026-06-03,McChicken®,Individual Items,10227.13,3189,1.13,52,0.65,1.63,158.57,USD
2025-01-01,2026-06-03,Steak Egg Cheese Bagel,Individual Items,9853.03,1399,0.5,34,0.43,2.43,165.51,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Meal,Extra Value Meals,9504.33,660,0.23,30,0.38,4.55,255.99,USD
2025-01-01,2026-06-03,10 pc. Chicken McNuggets® Meal,Meals,9169.99,821,0.29,33,0.41,4.02,182.66,USD
2025-01-01,2026-06-03,Mocha Frappé,McCafé® Coffees,9013.55,1600,0.57,46,0.58,2.88,200.95,USD
2025-01-01,2026-06-03,Big Mac®,Burgers,8930.8,1471,0.52,32,0.4,2.18,147.86,USD
2025-01-01,2026-06-03,4 pc. Chicken McNugget® Happy Meal®,Happy Meal,8513.77,1285,0.46,67,0.84,5.14,329.46,USD
2025-01-01,2026-06-03,Triple Cheeseburger,Burgers,8494.73,1576,0.56,20,0.25,1.27,85.21,USD
2025-01-01,2026-06-03,Sausage McMuffin®,Individual Items,8466.94,2317,0.82,29,0.36,1.21,98.87,USD
2025-01-01,2026-06-03,Hotcakes and Sausage,Homestyle Breakfasts,8196.22,1190,0.42,36,0.45,3.03,163.6,USD
2025-01-01,2026-06-03,Hash Browns,Most Popular,7652.85,2825,1.0,43,0.54,1.52,142.32,USD
2025-01-01,2026-06-03,Big Mac® Meal,Meals,7417.14,658,0.23,33,0.41,4.71,130.06,USD
2025-01-01,2026-06-03,Big Mac® Meal,Burgers,7414.47,671,0.24,33,0.41,4.92,171.79,USD
2025-01-01,2026-06-03,2 Cookies,Sweets & Treats,7233.01,2129,0.75,62,0.78,2.91,188.56,USD
2025-01-01,2026-06-03,Sausage Burrito,Individual Items,7079.71,2689,0.95,38,0.48,1.41,131.9,USD
2025-01-01,2026-06-03,"Sausage, Egg and Cheese McGriddles® Meal",Extra Value Meals,7069.93,693,0.25,37,0.46,5.34,182.45,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Meal,Extra Value Meals,6972.28,617,0.22,32,0.4,5.19,139.09,USD
2025-01-01,2026-06-03,Spicy McCrispy™ Meal,Extra Value Meals,6931.3,556,0.2,20,0.25,3.6,116.7,USD
2025-01-01,2026-06-03,Sausage & Egg McMuffin®,Most Popular,6910.65,1450,0.51,17,0.21,1.17,94.5,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Deluxe Meal,Extra Value Meals,6797.26,472,0.17,25,0.31,5.3,193.46,USD
2025-01-01,2026-06-03,20 pc. Chicken McNuggets® & Basket of Fries,Shareables,6740.05,425,0.15,28,0.35,6.59,222.43,USD
2025-01-01,2026-06-03,McDouble®,Individual Items,6711.76,1829,0.65,41,0.51,2.24,164.65,USD
2025-01-01,2026-06-03,Hotcakes,Homestyle Breakfasts,6629.13,1347,0.48,23,0.29,1.71,92.2,USD
2025-01-01,2026-06-03,BIG ARCH™ Meal,Limited Time: BIG ARCH™,6610.68,417,0.15,23,0.29,5.52,168.23,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Meal,Combo Meals,6606.13,479,0.17,31,0.39,6.47,273.78,USD
2025-01-01,2026-06-03,Coke®,Beverages,6547.0,3120,1.11,45,0.56,1.41,90.82,USD
2025-01-01,2026-06-03,10 pc. Chicken McNuggets® Meal,Chicken,6171.61,559,0.2,24,0.3,4.29,101.24,USD
2025-01-01,2026-06-03,Minute Maid® Orange Juice,Beverages,6120.35,1585,0.56,25,0.31,1.58,57.66,USD
2025-01-01,2026-06-03,Steak Egg Cheese Bagel Meal,Extra Value Meals,5955.11,522,0.19,35,0.44,6.13,243.61,USD
2025-01-01,2026-06-03,Triple Cheeseburger Meal,Combo Meals,5852.75,558,0.2,31,0.39,5.56,211.73,USD
2025-01-01,2026-06-03,Sausage Egg McMuffin® Meal,Combo Meals,5787.08,611,0.22,21,0.26,3.44,127.06,USD
2025-01-01,2026-06-03,Sprite®,Beverages,5660.25,2735,0.97,48,0.6,1.76,85.05,USD
2025-01-01,2026-06-03,"Sausage, Egg and Cheese McGriddles® Meal",Combo Meals,5524.97,514,0.18,34,0.43,6.61,215.97,USD
2025-01-01,2026-06-03,OREO® McFlurry®,Sweets & Treats,5501.04,1394,0.49,153,1.91,10.98,564.15,USD
2025-01-01,2026-06-03,Cheeseburger,Burgers,5402.85,1611,0.57,21,0.26,1.3,69.68,USD
2025-01-01,2026-06-03,Hi-C® Orange,Beverages,5343.72,2588,0.92,53,0.66,2.05,98.71,USD
2025-01-01,2026-06-03,Steak Egg Cheese Bagel Meal,Combo Meals,5337.69,467,0.17,24,0.3,4.93,184.78,USD
2025-01-01,2026-06-03,Daily Double®,Burgers,5302.16,1210,0.43,22,0.28,1.82,79.47,USD
2025-01-01,2026-06-03,Strawberry & Crème Pie,Sweets & Treats,5248.01,1529,0.54,96,1.2,6.28,310.65,USD
2025-01-01,2026-06-03,Sausage Egg McMuffin® Meal,Extra Value Meals,5218.09,577,0.2,27,0.34,4.33,129.47,USD
2025-01-01,2026-06-03,40 pc. Chicken McNuggets® & 2 Large Fries,Shareables,4987.62,198,0.07,16,0.2,7.58,206.86,USD
2025-01-01,2026-06-03,Triple Cheeseburger Meal,Meals,4942.18,474,0.17,32,0.4,6.54,187.78,USD
2025-01-01,2026-06-03,Bacon Quarter Pounder® with Cheese Meal,Extra Value Meals,4702.15,367,0.13,20,0.25,5.45,77.25,USD
2025-01-01,2026-06-03,Filet-O-Fish® Meal,Extra Value Meals,4668.31,417,0.15,21,0.26,5.04,123.92,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets®,Chicken,4649.6,1180,0.42,28,0.35,2.29,84.01,USD
2025-01-01,2026-06-03,Double Cheeseburger,Individual Items,4583.62,1145,0.41,17,0.21,1.48,63.51,USD
2025-01-01,2026-06-03,Sausage McGriddles®,Sandwiches,4357.97,898,0.32,19,0.24,2.12,83.74,USD
2025-01-01,2026-06-03,Filet-O-Fish®,Fish,4255.53,720,0.26,13,0.16,1.81,55.76,USD
2025-01-01,2026-06-03,Apple Pie,Sweets & Treats,4039.7,1350,0.48,74,0.93,5.48,219.34,USD
2025-01-01,2026-06-03,2 Sausage Burrito Meal,Extra Value Meals,4016.75,437,0.15,14,0.18,3.2,64.27,USD
2025-01-01,2026-06-03,Cheeseburger,Individual Items,3972.58,1195,0.42,23,0.29,1.92,96.4,USD
2025-01-01,2026-06-03,40 pc. Chicken McNuggets®,Chicken,3950.6,250,0.09,13,0.16,4.8,99.15,USD
2025-01-01,2026-06-03,"Sausage, Egg & Cheese McGriddles®",Sandwiches,3926.7,700,0.25,13,0.16,1.86,50.57,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Deluxe Meal,Extra Value Meals,3847.59,313,0.11,15,0.19,4.79,74.6,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Meal,Meals,3786.56,266,0.09,17,0.21,6.39,101.24,USD
2025-01-01,2026-06-03,2 Cheeseburger Meal,Burgers,3767.23,353,0.13,16,0.2,4.53,130.7,USD
2025-01-01,2026-06-03,Dr Pepper®,Beverages,3745.73,1797,0.64,17,0.21,0.95,26.12,USD
2025-01-01,2026-06-03,Chocolate Shake,Sweets & Treats,3641.6,752,0.27,82,1.03,10.9,361.21,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese,Burgers,3611.69,402,0.14,19,0.24,4.73,138.95,USD
2025-01-01,2026-06-03,McCrispy™ Meal,Chicken,3584.52,285,0.1,7,0.09,2.46,57.14,USD
2025-01-01,2026-06-03,Strawberry Banana Smoothie,Beverages,3487.4,822,0.29,33,0.41,4.01,95.66,USD
2025-01-01,2026-06-03,2 Sausage Burrito Meal,Combo Meals,3473.17,384,0.14,17,0.21,4.43,98.51,USD
2025-01-01,2026-06-03,"Bacon, Egg & Cheese McGriddles® Meal",Extra Value Meals,3466.4,363,0.13,28,0.35,7.71,125.12,USD
2025-01-01,2026-06-03,Triple Cheeseburger,Individual Items,3446.33,648,0.23,11,0.14,1.7,44.31,USD
2025-01-01,2026-06-03,Double Filet-O-Fish® Meal,Fish,3445.75,267,0.09,15,0.19,5.24,72.29,USD
2025-01-01,2026-06-03,Bacon Egg Cheese Bagel Meal,Extra Value Meals,3381.3,317,0.11,23,0.29,6.94,126.54,USD
2025-01-01,2026-06-03,"Bacon, Egg & Cheese McGriddles®",Individual Items,3355.67,656,0.23,6,0.08,0.91,28.58,USD
2025-01-01,2026-06-03,Vanilla Shake,Sweets & Treats,3311.96,696,0.25,84,1.05,12.07,359.27,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Meal,Combo Meals,3296.29,283,0.1,15,0.19,5.3,116.31,USD
2025-01-01,2026-06-03,Big Breakfast®,Homestyle Breakfasts,3213.4,491,0.17,24,0.3,4.89,105.75,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Meal,Burgers,3126.05,224,0.08,10,0.13,4.46,83.45,USD
2025-01-01,2026-06-03,20 pc. Chicken McNuggets®,McNuggets & Meals,3117.48,332,0.12,7,0.09,2.11,50.28,USD
2025-01-01,2026-06-03,Bacon McDouble® Meal,Combo Meals,3111.5,395,0.14,18,0.23,4.56,74.61,USD
2025-01-01,2026-06-03,Sausage McGriddles®,Individual Items,3082.54,648,0.23,9,0.11,1.39,28.27,USD
2025-01-01,2026-06-03,M&M® McFlurry®,Sweets & Treats,3043.27,735,0.26,106,1.33,14.42,387.37,USD
2025-01-01,2026-06-03,Filet-O-Fish®,Individual Items,2991.41,505,0.18,15,0.19,2.97,59.15,USD
2025-01-01,2026-06-03,Spicy McCrispy™ Meal,Meals,2981.45,231,0.08,8,0.1,3.46,45.96,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese,Burgers,2958.56,438,0.16,7,0.09,1.6,19.98,USD
2025-01-01,2026-06-03,Chicken McGriddles®,Individual Items,2944.74,642,0.23,11,0.14,1.71,38.99,USD
2025-01-01,2026-06-03,13 Cookie Tote,Shareables,2935.84,396,0.14,21,0.26,5.3,128.41,USD
2025-01-01,2026-06-03,Sausage Egg Biscuit,Individual Items,2787.99,525,0.19,7,0.09,1.14,21.16,USD
2025-01-01,2026-06-03,Sausage Burrito,Sandwiches,2778.35,1045,0.37,18,0.23,1.72,70.14,USD
2025-01-01,2026-06-03,McCrispy™,Chicken,2644.07,350,0.12,6,0.08,1.71,37.92,USD
2025-01-01,2026-06-03,Deluxe Spicy McCrispy™ Meal,Extra Value Meals,2622.12,201,0.07,7,0.09,3.48,60.63,USD
2025-01-01,2026-06-03,Big Breakfast® with Hotcakes,Most Popular,2592.16,284,0.1,6,0.08,2.11,33.19,USD
2025-01-01,2026-06-03,Bacon McDouble®,Burgers,2572.56,508,0.18,11,0.14,2.17,36.88,USD
2025-01-01,2026-06-03,10 pc. Chicken McNuggets®,Meals,2563.72,428,0.15,11,0.14,2.1,47.52,USD
2025-01-01,2026-06-03,Deluxe McCrispy™ Meal,Extra Value Meals,2562.34,200,0.07,4,0.05,2.0,29.08,USD
2025-01-01,2026-06-03,The HUNTR⁄X Meal,Limited Time: The HUNTR⁄X Meal,2539.49,191,0.07,12,0.15,6.28,78.47,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Deluxe Meal,Meals,2528.0,172,0.06,8,0.1,4.65,80.83,USD
2025-01-01,2026-06-03,Steak Egg Cheese Bagel,Sandwiches,2507.57,359,0.13,7,0.09,1.95,33.19,USD
2025-01-01,2026-06-03,Filet-O-Fish® Meal,Combo Meals,2502.38,225,0.08,15,0.19,6.67,91.13,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets®,McNuggets & Meals,2495.66,654,0.23,13,0.16,1.99,43.0,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets®,Individual Items,2428.86,614,0.22,13,0.16,2.12,46.18,USD
2025-01-01,2026-06-03,"Bacon, Egg & Cheese McGriddles®",Sandwiches,2422.97,452,0.16,6,0.08,1.33,35.23,USD
2025-01-01,2026-06-03,Bacon McDouble® Meal,Meals,2414.33,303,0.11,15,0.19,4.29,45.32,USD
2025-01-01,2026-06-03,Steak Egg Cheese Bagel Meal,Most Popular,2368.51,213,0.08,6,0.08,2.82,33.0,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Meal,Meals,2352.75,202,0.07,11,0.14,5.45,45.23,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets® Meal,McNuggets & Meals,2350.93,257,0.09,18,0.23,7.0,75.03,USD
2025-01-01,2026-06-03,Sausage Biscuit,Sandwiches,2346.63,585,0.21,12,0.15,2.05,40.14,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Meal,Burgers,2343.35,197,0.07,13,0.16,6.6,58.91,USD
2025-01-01,2026-06-03,40 pc. Chicken McNuggets®,Shareables,2327.42,148,0.05,8,0.1,4.73,67.47,USD
2025-01-01,2026-06-03,Double Filet-O-Fish® Meal,Extra Value Meals,2325.56,179,0.06,10,0.13,5.59,55.2,USD
2025-01-01,2026-06-03,Iced Caramel Coffee,McCafé® Coffees,2305.85,570,0.2,16,0.2,2.81,32.22,USD
2025-01-01,2026-06-03,2 Ranch Snack Wrap® Meal,Extra Value Meals,2289.88,188,0.07,17,0.21,7.98,69.63,USD
2025-01-01,2026-06-03,Sausage Egg Biscuit Meal,Extra Value Meals,2277.19,218,0.08,15,0.19,6.42,68.51,USD
2025-01-01,2026-06-03,Strawberry Shake,Sweets & Treats,2274.85,478,0.17,37,0.46,7.53,136.11,USD
2025-01-01,2026-06-03,Bacon Egg Cheese Bagel Meal,Combo Meals,2234.44,208,0.07,13,0.16,6.25,69.0,USD
2025-01-01,2026-06-03,Double Bacon Quarter Pounder® with Cheese Meal,Combo Meals,2224.38,149,0.05,6,0.08,4.03,40.44,USD
2025-01-01,2026-06-03,Shamrock Shake®,Sweets & Treats,2214.2,437,0.15,53,0.66,12.13,266.78,USD
2025-01-01,2026-06-03,Southern Style Sweet Tea,Beverages,2189.82,808,0.29,30,0.38,3.59,62.7,USD
2025-01-01,2026-06-03,Double Filet-O-Fish®,Fish,2156.03,272,0.1,15,0.19,5.51,85.86,USD
2025-01-01,2026-06-03,Basket of Fries,Shareables,2142.62,298,0.11,6,0.08,2.01,33.62,USD
2025-01-01,2026-06-03,Sausage McMuffin® Meal,Extra Value Meals,2123.58,258,0.09,12,0.15,4.65,33.51,USD
2025-01-01,2026-06-03,Ranch Snack Wrap®,Chicken,2097.47,539,0.19,12,0.15,2.23,46.59,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Meal,Most Popular,2089.62,147,0.05,3,0.04,2.04,24.14,USD
2025-01-01,2026-06-03,"Bacon, Egg & Cheese McGriddles® Meal",Combo Meals,2061.18,219,0.08,16,0.2,6.85,75.01,USD
2025-01-01,2026-06-03,Filet-O-Fish® Meal,Fish,2020.08,180,0.06,10,0.13,5.56,42.09,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese Deluxe Meal,Combo Meals,2004.72,137,0.05,4,0.05,2.92,39.87,USD
2025-01-01,2026-06-03,40 pc. Chicken McNuggets®,McNuggets & Meals,1995.52,128,0.05,5,0.06,3.13,37.04,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets® Meal,Extra Value Meals,1943.98,212,0.08,10,0.13,4.72,36.71,USD
2025-01-01,2026-06-03,Bacon Egg Cheese Biscuit,Individual Items,1912.93,378,0.13,6,0.08,1.59,22.32,USD
2025-01-01,2026-06-03,Bacon Egg Cheese Bagel,Individual Items,1879.41,296,0.1,7,0.09,2.36,39.37,USD
2025-01-01,2026-06-03,Sausage Biscuit,Individual Items,1876.35,484,0.17,7,0.09,1.45,28.84,USD
2025-01-01,2026-06-03,Diet Coke®,Beverages,1856.15,875,0.31,15,0.19,1.71,37.64,USD
2025-01-01,2026-06-03,Spicy McCrispy™ Meal,Combo Meals,1845.68,145,0.05,5,0.06,3.45,29.75,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips Meal,NEW: McCrispy™ Strips,1834.96,144,0.05,10,0.13,6.25,59.65,USD
2025-01-01,2026-06-03,Sausage Egg Cheese Bagel Meal,Extra Value Meals,1806.89,174,0.06,14,0.18,7.47,73.47,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese,Individual Items,1774.34,268,0.1,5,0.06,1.87,27.86,USD
2025-01-01,2026-06-03,Sausage McMuffin® Meal,Combo Meals,1753.39,209,0.07,8,0.1,3.83,14.98,USD
2025-01-01,2026-06-03,Hamburger,Burgers,1736.78,625,0.22,6,0.08,0.96,15.29,USD
2025-01-01,2026-06-03,Hot 'N Spicy McChicken®,Individual Items,1735.65,534,0.19,11,0.14,2.06,27.52,USD
2025-01-01,2026-06-03,"Steak, Egg & Cheese McMuffin® Meal",Extra Value Meals,1706.07,173,0.06,12,0.15,6.94,48.14,USD
2025-01-01,2026-06-03,Family Breakfast Meal,Shareables,1694.67,84,0.03,3,0.04,3.57,25.64,USD
2025-01-01,2026-06-03,Double Filet-O-Fish® Meal,Combo Meals,1666.37,131,0.05,13,0.16,9.92,95.15,USD
2025-01-01,2026-06-03,Deluxe McCrispy™ Meal,Chicken,1662.19,128,0.05,4,0.05,3.13,22.53,USD
2025-01-01,2026-06-03,Iced French Vanilla Coffee,McCafé® Coffees,1654.88,434,0.15,7,0.09,1.61,16.99,USD
2025-01-01,2026-06-03,The Grinch™ Big Mac® Meal,Limited Time: The Grinch™ Meal,1653.0,111,0.04,6,0.08,5.41,59.22,USD
2025-01-01,2026-06-03,Caramel Sundae,Sweets & Treats,1642.34,430,0.15,52,0.65,12.09,189.29,USD
2025-01-01,2026-06-03,BIG ARCH™,Limited Time: BIG ARCH™,1641.33,150,0.05,7,0.09,4.67,37.13,USD
2025-01-01,2026-06-03,Bacon Egg Cheese Bagel,Sandwiches,1639.66,257,0.09,6,0.08,2.33,24.79,USD
2025-01-01,2026-06-03,Sausage,Hash Browns and Sides,1638.23,597,0.21,8,0.1,1.34,28.94,USD
2025-01-01,2026-06-03,Filet-O-Fish® Meal,Meals,1631.2,146,0.05,6,0.08,4.11,34.57,USD
2025-01-01,2026-06-03,4 pc. Chicken McNuggets®,Chicken,1607.86,554,0.2,14,0.18,2.53,31.17,USD
2025-01-01,2026-06-03,Double Quarter Pounder® with Cheese,Individual Items,1593.81,188,0.07,2,0.03,1.06,13.83,USD
2025-01-01,2026-06-03,Daily Double®,Individual Items,1544.69,355,0.13,10,0.13,2.82,26.85,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets® Happy Meal®,A Minecraft Movie Happy Meal,1538.35,217,0.08,10,0.13,4.61,67.25,USD
2025-01-01,2026-06-03,Egg McMuffin®,Sandwiches,1529.81,313,0.11,5,0.06,1.6,26.64,USD
2025-01-01,2026-06-03,Frozen Fanta® Blue Raspberry,Beverages,1526.89,493,0.17,32,0.4,6.49,90.35,USD
2025-01-01,2026-06-03,Chicken McGriddles®,Sandwiches,1514.88,327,0.12,4,0.05,1.22,22.48,USD
2025-01-01,2026-06-03,Root Beer,Beverages,1513.07,723,0.26,8,0.1,1.11,9.04,USD
2025-01-01,2026-06-03,Sausage Egg Biscuit Meal,Combo Meals,1482.09,157,0.06,6,0.08,3.82,22.85,USD
2025-01-01,2026-06-03,Fanta® Orange,Beverages,1481.03,707,0.25,9,0.11,1.27,20.03,USD
2025-01-01,2026-06-03,Egg McMuffin®,Individual Items,1477.28,307,0.11,3,0.04,0.98,14.97,USD
2025-01-01,2026-06-03,Mango Pineapple Smoothie,Beverages,1464.71,342,0.12,14,0.18,4.09,50.39,USD
2025-01-01,2026-06-03,Hot Fudge Sundae,Sweets & Treats,1446.68,381,0.14,47,0.59,12.34,171.17,USD
2025-01-01,2026-06-03,McCrispy™ Meal,Extra Value Meals,1436.16,116,0.04,8,0.1,6.9,54.19,USD
2025-01-01,2026-06-03,2 Ranch Snack Wrap® Meal,NEW: Snack Wrap®,1390.82,116,0.04,4,0.05,3.45,10.59,USD
2025-01-01,2026-06-03,Krispy Kreme® Original Glazed® Doughnut,Krispy Kreme®,1387.2,480,0.17,15,0.19,2.92,43.94,USD
2025-01-01,2026-06-03,Sausage McMuffin® with Egg,Individual Items,1385.3,293,0.1,6,0.08,2.05,26.49,USD
2025-01-01,2026-06-03,Sausage & Egg McMuffin®,Individual Items,1382.76,288,0.1,4,0.05,1.39,11.97,USD
2025-01-01,2026-06-03,Deluxe Spicy McCrispy™,Chicken,1380.78,170,0.06,4,0.05,2.35,28.03,USD
2025-01-01,2026-06-03,Spicy Snack Wrap®,Chicken,1376.55,359,0.13,4,0.05,1.11,12.85,USD
2025-01-01,2026-06-03,McRib®,Limited Time: McRib,1375.35,218,0.08,13,0.16,5.96,67.63,USD
2025-01-01,2026-06-03,Double Bacon Quarter Pounder® with Cheese Meal,Meals,1369.94,91,0.03,7,0.09,7.69,47.11,USD
2025-01-01,2026-06-03,Bacon Quarter Pounder® with Cheese Meal,Combo Meals,1367.67,103,0.04,6,0.08,5.83,33.17,USD
2025-01-01,2026-06-03,Chicken McGriddles® Meal,Extra Value Meals,1359.17,150,0.05,2,0.03,1.33,15.71,USD
2025-01-01,2026-06-03,Bacon Egg Cheese Biscuit,Sandwiches,1344.29,270,0.1,2,0.03,0.74,5.14,USD
2025-01-01,2026-06-03,Bacon Egg Cheese Biscuit Meal,Extra Value Meals,1339.72,153,0.05,6,0.08,3.92,22.81,USD
2025-01-01,2026-06-03,Deluxe McCrispy™ Meal,Meals,1327.1,99,0.04,4,0.05,4.04,20.09,USD
2025-01-01,2026-06-03,Deluxe Spicy McCrispy™ Meal,Combo Meals,1322.46,99,0.04,4,0.05,4.04,24.95,USD
2025-01-01,2026-06-03,1 Cookie,Sweets & Treats,1310.09,681,0.24,16,0.2,2.35,26.17,USD
2025-01-01,2026-06-03,A Minecraft Movie 10 Piece McNuggets® Meal,A Minecraft Movie Meal,1304.5,90,0.03,6,0.08,6.67,29.78,USD
2025-01-01,2026-06-03,Oatmeal,Hash Browns and Sides,1297.31,360,0.13,16,0.2,4.44,33.05,USD
2025-01-01,2026-06-03,Plain Sundae,Sweets & Treats,1280.04,348,0.12,47,0.59,13.22,155.03,USD
2025-01-01,2026-06-03,McCrispy™,Most Popular,1273.76,168,0.06,5,0.06,2.98,27.78,USD
2025-01-01,2026-06-03,4 Piece McCrispy™ Strips Meal,Most Popular,1269.1,100,0.04,3,0.04,3.0,17.11,USD
2025-01-01,2026-06-03,The Grinch™ 10 pc. Chicken McNuggets® Meal,Limited Time: The Grinch™ Meal,1264.73,87,0.03,6,0.08,4.6,31.0,USD
2025-01-01,2026-06-03,Sausage Egg Cheese Bagel,Individual Items,1247.61,200,0.07,7,0.09,3.5,31.77,USD
2025-01-01,2026-06-03,6 pc. Chicken McNuggets® Meal,Meals,1234.82,138,0.05,8,0.1,5.8,31.97,USD
2025-01-01,2026-06-03,Quarter Pounder® with Cheese Deluxe Meal,Combo Meals,1204.94,99,0.04,1,0.01,1.01,2.66,USD
2025-01-01,2026-06-03,Bacon Egg Cheese Biscuit Meal,Combo Meals,1176.51,128,0.05,6,0.08,4.69,44.81,USD
2025-01-01,2026-06-03,Hot 'N Spicy McChicken®,Chicken,1173.39,384,0.14,3,0.04,0.78,5.02,USD
2025-01-01,2026-06-03,Creamy Ranch Sauce,Condiments,1161.03,2977,1.06,58,0.73,1.95,33.72,USD
2025-01-01,2026-06-03,Steak & Egg McMuffin®,Individual Items,1151.11,225,0.08,13,0.16,5.78,55.86,USD
